year,id_,hrs2,wrkslf,spwrkslf,hapmar,divlaw,xmarsex,wkvsfam,stress,relatsex,ballot,lifenow,RBIOPRNT
2022,1345,.i:  Inapplicable,Someone else,.i:  Inapplicable,PRETTY HAPPY,Stay as is,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1346,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1347,.i:  Inapplicable,Self-employed,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1348,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1349,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Often,Always,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,6,.i:  Inapplicable
2022,1350,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Often,Always,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,1351,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Sometimes,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,Best possible state,Yes
2022,1352,.i:  Inapplicable,.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1353,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,Yes
2022,1354,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Rarely,Sometimes,.i:  Inapplicable,Ballot b,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1355,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Easier,.i:  Inapplicable,Rarely,Sometimes,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,1356,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,1357,.i:  Inapplicable,Self-employed,SELF-EMPLOYED,VERY HAPPY,Easier,ALWAYS WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,Yes
2022,1358,.i:  Inapplicable,Someone else,.i:  Inapplicable,VERY HAPPY,Easier,.i:  Inapplicable,Never,Sometimes,.d:  Do not Know/Cannot Choose,Ballot b,.d:  Do not Know/Cannot Choose,Yes
2022,1359,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,9,Yes
2022,1360,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.n:  No answer,.n:  No answer,.i:  Inapplicable,Ballot c,.n:  No answer,Yes
2022,1361,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1362,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,Rarely,Sometimes,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,1363,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,NOT WRONG AT ALL,Never,Sometimes,.d:  Do not Know/Cannot Choose,Ballot c,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1364,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Rarely,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1365,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1366,48,Self-employed,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,Never,Hardly ever,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1367,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1368,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1369,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,1370,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Hardly ever,.i:  Inapplicable,Ballot c,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1371,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,1372,.i:  Inapplicable,.i:  Inapplicable,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,Yes
2022,1373,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,More difficult,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1374,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1375,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,No
2022,1376,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,NOT WRONG AT ALL,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1377,.i:  Inapplicable,Someone else,SELF-EMPLOYED,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,Yes
2022,1378,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Never,Hardly ever,.i:  Inapplicable,Ballot a,8,No
2022,1379,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,More difficult,ALWAYS WRONG,Sometimes,Never,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,1380,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,Rarely,Often,.i:  Inapplicable,Ballot a,6,Yes
2022,1381,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Often,Always,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,1382,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,More difficult,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,No
2022,1383,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1384,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,Easier,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,Yes
2022,1385,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,SOMETIMES WRONG,Never,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,1386,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1387,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1388,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Often,Always,.i:  Inapplicable,Ballot b,7,.i:  Inapplicable
2022,1389,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,NOT WRONG AT ALL,Never,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,.i:  Inapplicable
2022,1390,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1391,.i:  Inapplicable,Someone else,SELF-EMPLOYED,PRETTY HAPPY,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,Yes
2022,1392,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,7,.i:  Inapplicable
2022,1393,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,Yes
2022,1394,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1395,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,Yes
2022,1396,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Often,Always,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot c,6,.i:  Inapplicable
2022,1397,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,1398,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1399,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1400,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Rarely,Often,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,1401,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.s:  Skipped on Web,Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1402,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Stay as is,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1403,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Never,Hardly ever,.s:  Skipped on Web,Ballot c,9,.i:  Inapplicable
2022,1404,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1405,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Never,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,1406,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Hardly ever,.d:  Do not Know/Cannot Choose,Ballot c,.s:  Skipped on Web,Yes
2022,1407,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1408,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Always,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,.i:  Inapplicable
2022,1409,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Often,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,1410,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1411,.i:  Inapplicable,Someone else,.i:  Inapplicable,PRETTY HAPPY,Easier,.i:  Inapplicable,Rarely,Sometimes,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,1412,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Hardly ever,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1413,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1414,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,Easier,ALWAYS WRONG,Never,Never,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,1415,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,.i:  Inapplicable
2022,1416,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,Best possible state,.i:  Inapplicable
2022,1417,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1418,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Often,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,.i:  Inapplicable
2022,1419,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,.i:  Inapplicable
2022,1420,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1421,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,7,.i:  Inapplicable
2022,1422,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1423,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Stay as is,.i:  Inapplicable,Often,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,.i:  Inapplicable
2022,1424,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1425,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Rarely,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,6,.i:  Inapplicable
2022,1426,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,1427,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1428,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Rarely,Sometimes,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,1429,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Rarely,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,1430,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1431,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,1432,.i:  Inapplicable,Someone else,SELF-EMPLOYED,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Rarely,Often,.s:  Skipped on Web,Ballot c,6,No
2022,1433,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1434,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1435,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1436,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1437,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1438,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1439,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,Sometimes,Always,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,7,.i:  Inapplicable
2022,1440,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1441,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,Never,Always,.d:  Do not Know/Cannot Choose,Ballot b,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1442,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1443,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Often,Always,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,.i:  Inapplicable
2022,1444,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,SOMETIMES WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1445,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,1446,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,Never,Always,.i:  Inapplicable,Ballot b,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1447,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1448,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,1449,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,.i:  Inapplicable
2022,1450,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Never,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,7,.i:  Inapplicable
2022,1451,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1452,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Hardly ever,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,1453,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Often,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,1454,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,1455,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,1456,.i:  Inapplicable,Someone else,.i:  Inapplicable,.n:  No answer,Easier,.i:  Inapplicable,Sometimes,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,7,No
